Wav_path,Txt_path,Prompts
archive/Dysarthria and Non Dysarthria/Torgo/M/M04/Session1/wav_arrayMic/0106.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M04/Session1/prompts/0106.txt,usually minus several buttons
archive/Dysarthria and Non Dysarthria/Torgo/M/M04/Session1/wav_arrayMic/0113.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M04/Session1/prompts/0113.txt,glow
archive/Dysarthria and Non Dysarthria/Torgo/M/M04/Session1/wav_arrayMic/0124.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M04/Session1/prompts/0124.txt,no
archive/Dysarthria and Non Dysarthria/Torgo/M/M04/Session1/wav_arrayMic/0061.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M04/Session1/prompts/0061.txt,chair
archive/Dysarthria and Non Dysarthria/Torgo/M/M04/Session1/wav_arrayMic/0127.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M04/Session1/prompts/0127.txt,train
archive/Dysarthria and Non Dysarthria/Torgo/M/M04/Session1/wav_arrayMic/0031.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M04/Session1/prompts/0031.txt,trace
archive/Dysarthria and Non Dysarthria/Torgo/M/M04/Session1/wav_arrayMic/0058.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M04/Session1/prompts/0058.txt,go
archive/Dysarthria and Non Dysarthria/Torgo/M/M04/Session1/wav_arrayMic/0039.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M04/Session1/prompts/0039.txt,up
archive/Dysarthria and Non Dysarthria/Torgo/M/M04/Session1/wav_arrayMic/0048.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M04/Session1/prompts/0048.txt,warm
archive/Dysarthria and Non Dysarthria/Torgo/M/M04/Session1/wav_arrayMic/0068.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M04/Session1/prompts/0068.txt,double
archive/Dysarthria and Non Dysarthria/Torgo/M/M04/Session1/wav_arrayMic/0054.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M04/Session1/prompts/0054.txt,I can read
archive/Dysarthria and Non Dysarthria/Torgo/M/M04/Session1/wav_arrayMic/0112.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M04/Session1/prompts/0112.txt,swarm
archive/Dysarthria and Non Dysarthria/Torgo/M/M04/Session1/wav_arrayMic/0055.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M04/Session1/prompts/0055.txt,read
archive/Dysarthria and Non Dysarthria/Torgo/M/M04/Session1/wav_arrayMic/0085.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M04/Session1/prompts/0085.txt,know
archive/Dysarthria and Non Dysarthria/Torgo/M/M04/Session1/wav_arrayMic/0097.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M04/Session1/prompts/0097.txt,swarm
archive/Dysarthria and Non Dysarthria/Torgo/M/M04/Session1/wav_arrayMic/0007.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M04/Session1/prompts/0007.txt,weed
archive/Dysarthria and Non Dysarthria/Torgo/M/M04/Session1/wav_arrayMic/0081.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M04/Session1/prompts/0081.txt,farm
archive/Dysarthria and Non Dysarthria/Torgo/M/M04/Session1/wav_arrayMic/0107.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M04/Session1/prompts/0107.txt,two
archive/Dysarthria and Non Dysarthria/Torgo/M/M04/Session1/wav_arrayMic/0099.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M04/Session1/prompts/0099.txt,"We have often urged him to walk more and smoke less,"
archive/Dysarthria and Non Dysarthria/Torgo/M/M04/Session1/wav_arrayMic/0049.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M04/Session1/prompts/0049.txt,right
archive/Dysarthria and Non Dysarthria/Torgo/M/M04/Session1/wav_arrayMic/0059.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M04/Session1/prompts/0059.txt,gadget
archive/Dysarthria and Non Dysarthria/Torgo/M/M04/Session1/wav_arrayMic/0071.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M04/Session1/prompts/0071.txt,bat
archive/Dysarthria and Non Dysarthria/Torgo/M/M04/Session1/wav_arrayMic/0102.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M04/Session1/prompts/0102.txt,slip
archive/Dysarthria and Non Dysarthria/Torgo/M/M04/Session1/wav_arrayMic/0120.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M04/Session1/prompts/0120.txt,giving those who observe him a pronounced feeling of the utmost respect
archive/Dysarthria and Non Dysarthria/Torgo/M/M04/Session1/wav_arrayMic/0057.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M04/Session1/prompts/0057.txt,sticks
archive/Dysarthria and Non Dysarthria/Torgo/M/M04/Session1/wav_arrayMic/0064.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M04/Session1/prompts/0064.txt,he slowly takes a short walk in the open air each day
archive/Dysarthria and Non Dysarthria/Torgo/M/M04/Session1/wav_arrayMic/0067.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M04/Session1/prompts/0067.txt,rate
archive/Dysarthria and Non Dysarthria/Torgo/M/M04/Session1/wav_arrayMic/0075.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M04/Session1/prompts/0075.txt,feed
archive/Dysarthria and Non Dysarthria/Torgo/M/M04/Session1/wav_arrayMic/0070.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M04/Session1/prompts/0070.txt,dug
archive/Dysarthria and Non Dysarthria/Torgo/M/M04/Session1/wav_arrayMic/0092.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M04/Session1/prompts/0092.txt,lead
archive/Dysarthria and Non Dysarthria/Torgo/M/M04/Session1/wav_arrayMic/0076.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M04/Session1/prompts/0076.txt,Don't ask me to carry an oily rag like that
archive/Dysarthria and Non Dysarthria/Torgo/M/M04/Session1/wav_arrayMic/0050.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M04/Session1/prompts/0050.txt,swore
archive/Dysarthria and Non Dysarthria/Torgo/M/M04/Session1/wav_arrayMic/0110.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M04/Session1/prompts/0110.txt,for
archive/Dysarthria and Non Dysarthria/Torgo/M/M04/Session1/wav_arrayMic/0022.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M04/Session1/prompts/0022.txt,beat
archive/Dysarthria and Non Dysarthria/Torgo/M/M04/Session1/wav_arrayMic/0094.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M04/Session1/prompts/0094.txt,"When he speaks, his voice is just a bit cracked and quivers a trifle"
archive/Dysarthria and Non Dysarthria/Torgo/M/M04/Session1/wav_arrayMic/0046.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M04/Session1/prompts/0046.txt,storm
archive/Dysarthria and Non Dysarthria/Torgo/M/M04/Session1/wav_arrayMic/0021.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M04/Session1/prompts/0021.txt,goat
archive/Dysarthria and Non Dysarthria/Torgo/M/M04/Session1/wav_arrayMic/0016.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M04/Session1/prompts/0016.txt,meat
archive/Dysarthria and Non Dysarthria/Torgo/M/M04/Session1/wav_arrayMic/0030.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M04/Session1/prompts/0030.txt,range
archive/Dysarthria and Non Dysarthria/Torgo/M/M04/Session1/wav_arrayMic/0100.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M04/Session1/prompts/0100.txt,car
archive/Dysarthria and Non Dysarthria/Torgo/M/M04/Session1/wav_arrayMic/0026.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M04/Session1/prompts/0026.txt,bug
archive/Dysarthria and Non Dysarthria/Torgo/M/M04/Session1/wav_arrayMic/0086.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M04/Session1/prompts/0086.txt,born
archive/Dysarthria and Non Dysarthria/Torgo/M/M04/Session1/wav_arrayMic/0082.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M04/Session1/prompts/0082.txt,"A long, flowing beard clings to his chin,"
archive/Dysarthria and Non Dysarthria/Torgo/M/M04/Session1/wav_arrayMic/0118.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M04/Session1/prompts/0118.txt,yes
archive/Dysarthria and Non Dysarthria/Torgo/M/M04/Session1/wav_arrayMic/0115.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M04/Session1/prompts/0115.txt,corn
archive/Dysarthria and Non Dysarthria/Torgo/M/M04/Session1/wav_arrayMic/0122.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M04/Session1/prompts/0122.txt,tip
archive/Dysarthria and Non Dysarthria/Torgo/M/M04/Session1/wav_arrayMic/0005.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M04/Session1/prompts/0005.txt,trouble
archive/Dysarthria and Non Dysarthria/Torgo/M/M04/Session1/wav_arrayMic/0072.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M04/Session1/prompts/0072.txt,torn
archive/Dysarthria and Non Dysarthria/Torgo/M/M04/Session1/wav_arrayMic/0015.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M04/Session1/prompts/0015.txt,sip
archive/Dysarthria and Non Dysarthria/Torgo/M/M04/Session1/wav_arrayMic/0035.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M04/Session1/prompts/0035.txt,tear
archive/Dysarthria and Non Dysarthria/Torgo/M/M04/Session1/wav_arrayMic/0125.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M04/Session1/prompts/0125.txt,ship
archive/Dysarthria and Non Dysarthria/Torgo/M/M04/Session1/wav_arrayMic/0114.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M04/Session1/prompts/0114.txt,bubble
archive/Dysarthria and Non Dysarthria/Torgo/M/M04/Session1/wav_arrayMic/0028.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M04/Session1/prompts/0028.txt,trait
archive/Dysarthria and Non Dysarthria/Torgo/M/M04/Session1/wav_arrayMic/0093.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M04/Session1/prompts/0093.txt,When when
archive/Dysarthria and Non Dysarthria/Torgo/M/M04/Session1/wav_arrayMic/0043.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M04/Session1/prompts/0043.txt,beta
archive/Dysarthria and Non Dysarthria/Torgo/M/M04/Session1/wav_arrayMic/0077.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M04/Session1/prompts/0077.txt,"but he always answers, ""Banana oil!"""
archive/Dysarthria and Non Dysarthria/Torgo/M/M04/Session1/wav_arrayMic/0080.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M04/Session1/prompts/0080.txt,down
archive/Dysarthria and Non Dysarthria/Torgo/M/M04/Session1/wav_arrayMic/0090.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M04/Session1/prompts/0090.txt,bit
archive/Dysarthria and Non Dysarthria/Torgo/M/M04/Session1/wav_arrayMic/0096.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M04/Session1/prompts/0096.txt,read
archive/Dysarthria and Non Dysarthria/Torgo/M/M04/Session1/wav_arrayMic/0029.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M04/Session1/prompts/0029.txt,share
archive/Dysarthria and Non Dysarthria/Torgo/M/M04/Session1/wav_arrayMic/0037.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M04/Session1/prompts/0037.txt,dagger
archive/Dysarthria and Non Dysarthria/Torgo/M/M04/Session1/wav_arrayMic/0014.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M04/Session1/prompts/0014.txt,knee
archive/Dysarthria and Non Dysarthria/Torgo/M/M04/Session1/wav_arrayMic/0018.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M04/Session1/prompts/0018.txt,trade
archive/Dysarthria and Non Dysarthria/Torgo/M/M04/Session1/wav_arrayMic/0025.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M04/Session1/prompts/0025.txt,rave
archive/Dysarthria and Non Dysarthria/Torgo/M/M04/Session1/wav_arrayMic/0040.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M04/Session1/prompts/0040.txt,Grandfather likes to be modern in his language
archive/Dysarthria and Non Dysarthria/Torgo/M/M04/Session1/wav_arrayMic/0069.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M04/Session1/prompts/0069.txt,pat
archive/Dysarthria and Non Dysarthria/Torgo/M/M04/Session1/wav_arrayMic/0019.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M04/Session1/prompts/0019.txt,stick
archive/Dysarthria and Non Dysarthria/Torgo/M/M04/Session1/wav_arrayMic/0074.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M04/Session1/prompts/0074.txt,left
archive/Dysarthria and Non Dysarthria/Torgo/M/M04/Session1/wav_arrayMic/0053.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M04/Session1/prompts/0053.txt,I can read
archive/Dysarthria and Non Dysarthria/Torgo/M/M04/Session1/wav_arrayMic/0103.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M04/Session1/prompts/0103.txt,the
archive/Dysarthria and Non Dysarthria/Torgo/M/M04/Session1/wav_arrayMic/0060.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M04/Session1/prompts/0060.txt,park
archive/Dysarthria and Non Dysarthria/Torgo/M/M04/Session1/wav_arrayMic/0121.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M04/Session1/prompts/0121.txt,fair
archive/Dysarthria and Non Dysarthria/Torgo/M/M04/Session1/wav_arrayMic/0027.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M04/Session1/prompts/0027.txt,floor
archive/Dysarthria and Non Dysarthria/Torgo/M/M04/Session1/wav_arrayMic/0105.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M04/Session1/prompts/0105.txt,usually min min
archive/Dysarthria and Non Dysarthria/Torgo/M/M04/Session1/wav_arrayMic/0056.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M04/Session1/prompts/0056.txt,sip
archive/Dysarthria and Non Dysarthria/Torgo/M/M04/Session1/wav_arrayMic/0042.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M04/Session1/prompts/0042.txt,chair
archive/Dysarthria and Non Dysarthria/Torgo/M/M04/Session1/wav_arrayMic/0108.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M04/Session1/prompts/0108.txt,hair
archive/Dysarthria and Non Dysarthria/Torgo/M/M04/Session1/wav_arrayMic/0116.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M04/Session1/prompts/0116.txt,storm
archive/Dysarthria and Non Dysarthria/Torgo/M/M04/Session1/wav_arrayMic/0062.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M04/Session1/prompts/0062.txt,grow
archive/Dysarthria and Non Dysarthria/Torgo/M/M04/Session1/wav_arrayMic/0010.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M04/Session1/prompts/0010.txt,store
archive/Dysarthria and Non Dysarthria/Torgo/M/M04/Session1/wav_arrayMic/0033.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M04/Session1/prompts/0033.txt,rake
archive/Dysarthria and Non Dysarthria/Torgo/M/M04/Session1/wav_arrayMic/0126.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M04/Session1/prompts/0126.txt,alpha
archive/Dysarthria and Non Dysarthria/Torgo/M/M04/Session1/wav_arrayMic/0017.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M04/Session1/prompts/0017.txt,jacket
archive/Dysarthria and Non Dysarthria/Torgo/M/M04/Session1/wav_arrayMic/0051.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M04/Session1/prompts/0051.txt,knew
archive/Dysarthria and Non Dysarthria/Torgo/M/M04/Session1/wav_arrayMic/0047.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M04/Session1/prompts/0047.txt,yet he still thinks as swiftly as ever
archive/Dysarthria and Non Dysarthria/Torgo/M/M04/Session1/wav_arrayMic/0098.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M04/Session1/prompts/0098.txt,sheet
archive/Dysarthria and Non Dysarthria/Torgo/M/M04/Session1/wav_arrayMic/0091.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M04/Session1/prompts/0091.txt,feet
archive/Dysarthria and Non Dysarthria/Torgo/M/M04/Session1/wav_arrayMic/0006.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M04/Session1/prompts/0006.txt,spark
archive/Dysarthria and Non Dysarthria/Torgo/M/M04/Session1/wav_arrayMic/0073.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M04/Session1/prompts/0073.txt,dark
archive/Dysarthria and Non Dysarthria/Torgo/M/M04/Session1/wav_arrayMic/0083.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M04/Session1/prompts/0083.txt,jagged
archive/Dysarthria and Non Dysarthria/Torgo/M/M04/Session1/wav_arrayMic/0119.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M04/Session1/prompts/0119.txt,race
archive/Dysarthria and Non Dysarthria/Torgo/M/M04/Session1/wav_arrayMic/0079.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M04/Session1/prompts/0079.txt,beat
archive/Dysarthria and Non Dysarthria/Torgo/M/M04/Session1/wav_arrayMic/0036.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M04/Session1/prompts/0036.txt,The quick brown fox jumps over the lazy dog
archive/Dysarthria and Non Dysarthria/Torgo/M/M04/Session1/wav_arrayMic/0078.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M04/Session1/prompts/0078.txt,air
archive/Dysarthria and Non Dysarthria/Torgo/M/M04/Session1/wav_arrayMic/0011.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M04/Session1/prompts/0011.txt,form
archive/Dysarthria and Non Dysarthria/Torgo/M/M04/Session1/wav_arrayMic/0109.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M04/Session1/prompts/0109.txt,horn
archive/Dysarthria and Non Dysarthria/Torgo/M/M04/Session1/wav_arrayMic/0101.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M04/Session1/prompts/0101.txt,feet
archive/Dysarthria and Non Dysarthria/Torgo/M/M04/Session1/wav_arrayMic/0104.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M04/Session1/prompts/0104.txt,feed
archive/Dysarthria and Non Dysarthria/Torgo/M/M03/Session2/wav_headMic/0144.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M03/Session2/prompts/0144.txt,My sister made the flowered curtains
archive/Dysarthria and Non Dysarthria/Torgo/M/M03/Session2/wav_headMic/0282.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M03/Session2/prompts/0282.txt,lick
archive/Dysarthria and Non Dysarthria/Torgo/M/M03/Session2/wav_headMic/0351.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M03/Session2/prompts/0351.txt,"She wore warm, fleecy, woolen overalls"
archive/Dysarthria and Non Dysarthria/Torgo/M/M03/Session2/wav_headMic/0185.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M03/Session2/prompts/0185.txt,Why yell or worry over silly items?
archive/Dysarthria and Non Dysarthria/Torgo/M/M03/Session2/wav_headMic/0257.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M03/Session2/prompts/0257.txt,It was a good win for us
archive/Dysarthria and Non Dysarthria/Torgo/M/M03/Session2/wav_headMic/0353.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M03/Session2/prompts/0353.txt,sign
archive/Dysarthria and Non Dysarthria/Torgo/M/M03/Session2/wav_headMic/0134.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M03/Session2/prompts/0134.txt,shear
archive/Dysarthria and Non Dysarthria/Torgo/M/M03/Session2/wav_headMic/0363.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M03/Session2/prompts/0363.txt,cake
archive/Dysarthria and Non Dysarthria/Torgo/M/M03/Session2/wav_headMic/0335.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M03/Session2/prompts/0335.txt,seed
archive/Dysarthria and Non Dysarthria/Torgo/M/M03/Session2/wav_headMic/0249.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M03/Session2/prompts/0249.txt,Their house is grey and white
archive/Dysarthria and Non Dysarthria/Torgo/M/M03/Session2/wav_headMic/0310.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M03/Session2/prompts/0310.txt,fitting
archive/Dysarthria and Non Dysarthria/Torgo/M/M03/Session2/wav_headMic/0052.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M03/Session2/prompts/0052.txt,tear
archive/Dysarthria and Non Dysarthria/Torgo/M/M03/Session2/wav_headMic/0214.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M03/Session2/prompts/0214.txt,here
archive/Dysarthria and Non Dysarthria/Torgo/M/M03/Session2/wav_headMic/0367.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M03/Session2/prompts/0367.txt,papa
archive/Dysarthria and Non Dysarthria/Torgo/M/M03/Session2/wav_headMic/0238.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M03/Session2/prompts/0238.txt,thigh
archive/Dysarthria and Non Dysarthria/Torgo/M/M03/Session2/wav_headMic/0391.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M03/Session2/prompts/0391.txt,People who value themselves are life's winners
archive/Dysarthria and Non Dysarthria/Torgo/M/M03/Session2/wav_headMic/0084.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M03/Session2/prompts/0084.txt,go
archive/Dysarthria and Non Dysarthria/Torgo/M/M03/Session2/wav_headMic/0066.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M03/Session2/prompts/0066.txt,beat
archive/Dysarthria and Non Dysarthria/Torgo/M/M03/Session2/wav_headMic/0386.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M03/Session2/prompts/0386.txt,start
archive/Dysarthria and Non Dysarthria/Torgo/M/M03/Session2/wav_headMic/0044.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M03/Session2/prompts/0044.txt,storm
archive/Dysarthria and Non Dysarthria/Torgo/M/M03/Session2/wav_headMic/0164.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M03/Session2/prompts/0164.txt,I looked up and noticed two old men
archive/Dysarthria and Non Dysarthria/Torgo/M/M03/Session2/wav_headMic/0095.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M03/Session2/prompts/0095.txt,stick
archive/Dysarthria and Non Dysarthria/Torgo/M/M03/Session2/wav_headMic/0347.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M03/Session2/prompts/0347.txt,eight
archive/Dysarthria and Non Dysarthria/Torgo/M/M03/Session2/wav_headMic/0240.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M03/Session2/prompts/0240.txt,pot
archive/Dysarthria and Non Dysarthria/Torgo/M/M03/Session2/wav_headMic/0267.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M03/Session2/prompts/0267.txt,hill
archive/Dysarthria and Non Dysarthria/Torgo/M/M03/Session2/wav_headMic/0228.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M03/Session2/prompts/0228.txt,jungle
archive/Dysarthria and Non Dysarthria/Torgo/M/M03/Session2/wav_headMic/0013.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M03/Session2/prompts/0013.txt,"Well, he is nearly ninety-three years old"
archive/Dysarthria and Non Dysarthria/Torgo/M/M03/Session2/wav_headMic/0173.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M03/Session2/prompts/0173.txt,ate
archive/Dysarthria and Non Dysarthria/Torgo/M/M03/Session2/wav_headMic/0336.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M03/Session2/prompts/0336.txt,spain
archive/Dysarthria and Non Dysarthria/Torgo/M/M03/Session2/wav_headMic/0152.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M03/Session2/prompts/0152.txt,bat
archive/Dysarthria and Non Dysarthria/Torgo/M/M03/Session2/wav_headMic/0117.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M03/Session2/prompts/0117.txt,Don't ask me to carry an oily rag like that
archive/Dysarthria and Non Dysarthria/Torgo/M/M03/Session2/wav_headMic/0133.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M03/Session2/prompts/0133.txt,fruit
archive/Dysarthria and Non Dysarthria/Torgo/M/M03/Session2/wav_headMic/0279.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M03/Session2/prompts/0279.txt,city
archive/Dysarthria and Non Dysarthria/Torgo/M/M03/Session2/wav_headMic/0032.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M03/Session2/prompts/0032.txt,fair
archive/Dysarthria and Non Dysarthria/Torgo/M/M03/Session2/wav_headMic/0230.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M03/Session2/prompts/0230.txt,explore
archive/Dysarthria and Non Dysarthria/Torgo/M/M03/Session2/wav_headMic/0377.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M03/Session2/prompts/0377.txt,There is a treehouse up above
archive/Dysarthria and Non Dysarthria/Torgo/M/M03/Session2/wav_headMic/0167.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M03/Session2/prompts/0167.txt,white
archive/Dysarthria and Non Dysarthria/Torgo/M/M03/Session2/wav_headMic/0003.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M03/Session2/prompts/0003.txt,know
archive/Dysarthria and Non Dysarthria/Torgo/M/M03/Session2/wav_headMic/0269.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M03/Session2/prompts/0269.txt,brought
archive/Dysarthria and Non Dysarthria/Torgo/M/M03/Session2/wav_headMic/0340.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M03/Session2/prompts/0340.txt,seven
archive/Dysarthria and Non Dysarthria/Torgo/M/M03/Session2/wav_headMic/0384.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M03/Session2/prompts/0384.txt,five
archive/Dysarthria and Non Dysarthria/Torgo/M/M03/Session2/wav_headMic/0334.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M03/Session2/prompts/0334.txt,league
archive/Dysarthria and Non Dysarthria/Torgo/M/M03/Session2/wav_headMic/0179.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M03/Session2/prompts/0179.txt,I was conscious all the time
archive/Dysarthria and Non Dysarthria/Torgo/M/M03/Session2/wav_headMic/0312.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M03/Session2/prompts/0312.txt,"Night after night, they received annoying phone calls"
archive/Dysarthria and Non Dysarthria/Torgo/M/M03/Session2/wav_headMic/0393.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M03/Session2/prompts/0393.txt,meat
archive/Dysarthria and Non Dysarthria/Torgo/M/M03/Session2/wav_headMic/0089.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M03/Session2/prompts/0089.txt,storm
archive/Dysarthria and Non Dysarthria/Torgo/M/M03/Session2/wav_headMic/0296.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M03/Session2/prompts/0296.txt,at
archive/Dysarthria and Non Dysarthria/Torgo/M/M03/Session2/wav_headMic/0130.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M03/Session2/prompts/0130.txt,know
